Al,"20/08/2025"
 
Ticker dell'emittente,Nome,Settore,Asset Class,Valore di mercato,Ponderazione (%),Valore nozionale,Nominale,Prezzo,Area Geografica,Cambio,Valuta di mercato
"NRG","NRG ENERGY INC","Imprese di servizi di pubblica utilità","Azionario","47.700.138,15","0,04","47.700.138,15","321.885,00","148,19","Stati Uniti","New York Stock Exchange Inc.","USD"
"WDS","WOODSIDE ENERGY GROUP LTD","Energia","Azionario","47.489.877,83","0,04","47.489.877,83","2.823.050,00","16,82","Australia","Asx - All Markets","AUD"
"DXCM","DEXCOM INC","Salute","Azionario","47.325.478,24","0,04","47.325.478,24","579.472,00","81,67","Stati Uniti","NASDAQ","USD"
"EBS","ERSTE GROUP BANK AG","Finanziari","Azionario","47.116.858,02","0,04","47.116.858,02","461.698,00","102,05","Austria","Wiener Boerse Ag","EUR"
"UCB","UCB SA","Salute","Azionario","47.016.479,01","0,04","47.016.479,01","206.519,00","227,66","Belgio","Nyse Euronext - Euronext Brussels","EUR"
"3382","SEVEN & I HOLDINGS LTD","Generi di largo consumo","Azionario","46.831.465,50","0,04","46.831.465,50","3.424.136,00","13,68","Giappone","Tokyo Stock Exchange","JPY"
"IR","INGERSOLL RAND INC","Industriali","Azionario","46.567.917,76","0,04","46.567.917,76","589.169,00","79,04","Stati Uniti","New York Stock Exchange Inc.","USD"
"8053","SUMITOMO CORP","Industriali","Azionario","46.500.897,55","0,04","46.500.897,55","1.693.665,00","27,46","Giappone","Tokyo Stock Exchange","JPY"
"CCO","CAMECO CORP","Energia","Azionario","46.379.835,35","0,04","46.379.835,35","657.530,00","70,54","Canada","Toronto Stock Exchange","CAD"
"8801","MITSUI FUDOSAN LTD","Immobili","Azionario","46.189.269,86","0,04","46.189.269,86","4.164.258,00","11,09","Giappone","Tokyo Stock Exchange","JPY"
"TSCO","TRACTOR SUPPLY","Consumi Discrezionali","Azionario","46.176.640,66","0,04","46.176.640,66","756.622,00","61,03","Stati Uniti","NASDAQ","USD"
"RJF","RAYMOND JAMES INC","Finanziari","Azionario","46.023.364,31","0,04","46.023.364,31","283.273,00","162,47","Stati Uniti","New York Stock Exchange Inc.","USD"
"4519","CHUGAI PHARMACEUTICAL LTD","Salute","Azionario","45.981.795,92","0,04","45.981.795,92","1.050.400,00","43,78","Giappone","Tokyo Stock Exchange","JPY"
"8002","MARUBENI CORP","Industriali","Azionario","45.960.541,71","0,04","45.960.541,71","2.062.332,00","22,29","Giappone","Tokyo Stock Exchange","JPY"
"AAL","ANGLO AMERICAN PLC","Materiali","Azionario","45.920.842,32","0,04","45.920.842,32","1.584.547,00","28,98","Regno unito","London Stock Exchange","GBP"
"BAYN","BAYER AG","Salute","Azionario","45.764.487,40","0,04","45.764.487,40","1.403.650,00","32,60","Germania","Xetra","EUR"
"EFX","EQUIFAX INC","Industriali","Azionario","45.618.418,10","0,04","45.618.418,10","183.686,00","248,35","Stati Uniti","New York Stock Exchange Inc.","USD"
"LPLA","LPL FINANCIAL HOLDINGS INC","Finanziari","Azionario","45.536.313,90","0,04","45.536.313,90","128.163,00","355,30","Stati Uniti","NASDAQ","USD"
"TRI","THOMSON REUTERS CORP","Industriali","Azionario","45.418.519,39","0,04","45.418.519,39","258.205,00","175,90","Canada","Toronto Stock Exchange","CAD"
"FER","FERROVIAL","Industriali","Azionario","45.351.477,93","0,04","45.351.477,93","819.838,00","55,32","Spagna","Bolsa De Madrid","EUR"
"LEN","LENNAR A CORP CLASS A","Consumi Discrezionali","Azionario","45.266.652,00","0,04","45.266.652,00","347.350,00","130,32","Stati Uniti","New York Stock Exchange Inc.","USD"
"VTR","VENTAS REIT INC","Immobili","Azionario","44.857.903,14","0,04","44.857.903,14","648.423,00","69,18","Stati Uniti","New York Stock Exchange Inc.","USD"
"AHT","ASHTEAD GROUP PLC","Industriali","Azionario","44.823.270,72","0,04","44.823.270,72","623.949,00","71,84","Regno unito","London Stock Exchange","GBP"
"6301","KOMATSU LTD","Industriali","Azionario","44.757.284,59","0,04","44.757.284,59","1.331.038,00","33,63","Giappone","Tokyo Stock Exchange","JPY"
"8630","SOMPO HOLDINGS INC","Finanziari","Azionario","44.737.008,98","0,04","44.737.008,98","1.383.910,00","32,33","Giappone","Tokyo Stock Exchange","JPY"
"ORA","ORANGE SA","Comunicazione","Azionario","44.661.491,77","0,04","44.661.491,77","2.643.653,00","16,89","Francia","Nyse Euronext - Euronext Paris","EUR"
"FITB","FIFTH THIRD BANCORP","Finanziari","Azionario","44.454.158,90","0,04","44.454.158,90","1.031.419,00","43,10","Stati Uniti","NASDAQ","USD"
"AEE","AMEREN CORP","Imprese di servizi di pubblica utilità","Azionario","44.066.819,30","0,04","44.066.819,30","432.070,00","101,99","Stati Uniti","New York Stock Exchange Inc.","USD"
"DTE","DTE ENERGY","Imprese di servizi di pubblica utilità","Azionario","43.923.355,56","0,04","43.923.355,56","312.644,00","140,49","Stati Uniti","New York Stock Exchange Inc.","USD"
"BZFUT","CASH COLLATERAL USD BZFUT","Liquidità e/o derivati","Cash Collateral and Margins","43.671.900,00","0,04","43.671.900,00","43.671.900,00","100,00","Stati Uniti","-","USD"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Comunicazione","Azionario","43.668.121,64","0,04","43.668.121,64","3.784.066,00","11,54","Stati Uniti","NASDAQ","USD"
"TCL","TRANSURBAN GROUP STAPLED UNITS","Industriali","Azionario","43.598.121,10","0,04","43.598.121,10","4.741.186,00","9,20","Australia","Asx - All Markets","AUD"
"HPE","HEWLETT PACKARD ENTERPRISE","IT","Azionario","43.481.221,92","0,04","43.481.221,92","2.066.598,00","21,04","Stati Uniti","New York Stock Exchange Inc.","USD"
"ALL","ARISTOCRAT LEISURE LTD","Consumi Discrezionali","Azionario","43.432.235,99","0,04","43.432.235,99","948.876,00","45,77","Australia","Asx - All Markets","AUD"
"ZS","ZSCALER INC","IT","Azionario","43.413.699,38","0,04","43.413.699,38","158.557,00","273,81","Stati Uniti","NASDAQ","USD"
"SEB A","SKANDINAVISKA ENSKILDA BANKEN","Finanziari","Azionario","43.323.324,50","0,04","43.323.324,50","2.330.248,00","18,59","Svezia","Nasdaq Omx Nordic","SEK"
"EQT","EQT CORP","Energia","Azionario","43.284.497,30","0,04","43.284.497,30","843.095,00","51,34","Stati Uniti","New York Stock Exchange Inc.","USD"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industriali","Azionario","43.131.199,68","0,04","43.131.199,68","287.082,00","150,24","Stati Uniti","NASDAQ","USD"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industriali","Azionario","42.986.152,02","0,04","42.986.152,02","164.157,00","261,86","Stati Uniti","New York Stock Exchange Inc.","USD"
"EXR","EXTRA SPACE STORAGE REIT INC","Immobili","Azionario","42.846.858,32","0,04","42.846.858,32","306.838,00","139,64","Stati Uniti","New York Stock Exchange Inc.","USD"
"SYF","SYNCHRONY FINANCIAL","Finanziari","Azionario","42.603.342,30","0,04","42.603.342,30","595.185,00","71,58","Stati Uniti","New York Stock Exchange Inc.","USD"
"L","LOBLAW COMPANIES LTD","Generi di largo consumo","Azionario","42.472.074,06","0,04","42.472.074,06","995.336,00","42,67","Canada","Toronto Stock Exchange","CAD"
"EME","EMCOR GROUP INC","Industriali","Azionario","42.474.074,70","0,04","42.474.074,70","70.190,00","605,13","Stati Uniti","New York Stock Exchange Inc.","USD"
"6902","DENSO CORP","Consumi Discrezionali","Azionario","42.450.148,37","0,04","42.450.148,37","2.878.972,00","14,74","Giappone","Tokyo Stock Exchange","JPY"
"SSE","SSE PLC","Imprese di servizi di pubblica utilità","Azionario","42.430.599,29","0,04","42.430.599,29","1.763.823,00","24,06","Regno unito","London Stock Exchange","GBP"
"AWK","AMERICAN WATER WORKS INC","Imprese di servizi di pubblica utilità","Azionario","42.410.223,18","0,04","42.410.223,18","291.239,00","145,62","Stati Uniti","New York Stock Exchange Inc.","USD"
"GIS","GENERAL MILLS INC","Generi di largo consumo","Azionario","42.310.356,16","0,04","42.310.356,16","852.344,00","49,64","Stati Uniti","New York Stock Exchange Inc.","USD"
"NTR","NUTRIEN LTD","Materiali","Azionario","42.286.200,79","0,04","42.286.200,79","741.011,00","57,07","Canada","Toronto Stock Exchange","CAD"
"KEYS","KEYSIGHT TECHNOLOGIES INC","IT","Azionario","42.208.835,35","0,04","42.208.835,35","266.285,00","158,51","Stati Uniti","New York Stock Exchange Inc.","USD"
"7751","CANON INC","IT","Azionario","42.018.948,57","0,04","42.018.948,57","1.424.864,00","29,49","Giappone","Tokyo Stock Exchange","JPY"
"HO","THALES SA","Industriali","Azionario","42.002.284,50","0,04","42.002.284,50","156.989,00","267,55","Francia","Nyse Euronext - Euronext Paris","EUR"
"EXPE","EXPEDIA GROUP INC","Consumi Discrezionali","Azionario","41.987.103,84","0,04","41.987.103,84","204.138,00","205,68","Stati Uniti","NASDAQ","USD"
"KBC","KBC GROEP","Finanziari","Azionario","41.945.740,18","0,04","41.945.740,18","347.822,00","120,60","Belgio","Nyse Euronext - Euronext Brussels","EUR"
"STZ","CONSTELLATION BRANDS INC CLASS A","Generi di largo consumo","Azionario","41.929.219,00","0,04","41.929.219,00","252.130,00","166,30","Stati Uniti","New York Stock Exchange Inc.","USD"
"AV.","AVIVA PLC","Finanziari","Azionario","41.775.279,27","0,04","41.775.279,27","4.614.087,00","9,05","Regno unito","London Stock Exchange","GBP"
"8591","ORIX CORP","Finanziari","Azionario","41.678.926,39","0,04","41.678.926,39","1.619.990,00","25,73","Giappone","Tokyo Stock Exchange","JPY"
"SAMPO","SAMPO CLASS A","Finanziari","Azionario","41.503.776,85","0,04","41.503.776,85","3.558.585,00","11,66","Finlandia","Nasdaq Omx Helsinki Ltd.","EUR"
"NVR","NVR INC","Consumi Discrezionali","Azionario","41.147.782,31","0,03","41.147.782,31","5.123,00","8.031,97","Stati Uniti","New York Stock Exchange Inc.","USD"
"PHM","PULTEGROUP INC","Consumi Discrezionali","Azionario","40.924.934,10","0,03","40.924.934,10","323.415,00","126,54","Stati Uniti","New York Stock Exchange Inc.","USD"
"JPY","JPY CASH","Liquidità e/o derivati","Contanti","40.875.921,21","0,03","40.875.921,21","6.008.760.418,00","0,68","Giappone","-","JPY"
"6954","FANUC CORP","Industriali","Azionario","40.705.584,29","0,03","40.705.584,29","1.360.555,00","29,92","Giappone","Tokyo Stock Exchange","JPY"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Finanziari","Azionario","40.708.918,46","0,03","40.708.918,46","651.812,00","62,45","Stati Uniti","NASDAQ","USD"
"AVB","AVALONBAY COMMUNITIES REIT INC","Immobili","Azionario","40.607.778,60","0,03","40.607.778,60","213.030,00","190,62","Stati Uniti","New York Stock Exchange Inc.","USD"
"FTS","FORTIS INC","Imprese di servizi di pubblica utilità","Azionario","40.504.560,45","0,03","40.504.560,45","795.935,00","50,89","Canada","Toronto Stock Exchange","CAD"
"WSP","WSP GLOBAL INC","Industriali","Azionario","40.481.754,94","0,03","40.481.754,94","201.002,00","201,40","Canada","Toronto Stock Exchange","CAD"
"VLTO","VERALTO CORP","Industriali","Azionario","40.413.996,07","0,03","40.413.996,07","371.077,00","108,91","Stati Uniti","New York Stock Exchange Inc.","USD"
"IRM","IRON MOUNTAIN INC","Immobili","Azionario","40.400.663,37","0,03","40.400.663,37","442.553,00","91,29","Stati Uniti","New York Stock Exchange Inc.","USD"
"TEAM","ATLASSIAN CORP CLASS A","IT","Azionario","40.350.068,50","0,03","40.350.068,50","242.270,00","166,55","Stati Uniti","NASDAQ","USD"
"DANSKE","DANSKE BANK","Finanziari","Azionario","40.200.997,91","0,03","40.200.997,91","944.303,00","42,57","Danimarca","Omx Nordic Exchange Copenhagen A/S","DKK"
"SAND","SANDVIK","Industriali","Azionario","40.151.651,72","0,03","40.151.651,72","1.597.336,00","25,14","Svezia","Nasdaq Omx Nordic","SEK"
"DTG","DAIMLER TRUCK HOLDING E AG","Industriali","Azionario","40.050.592,71","0,03","40.050.592,71","835.520,00","47,94","Germania","Xetra","EUR"
"PTC","PTC INC","IT","Azionario","40.015.323,05","0,03","40.015.323,05","189.745,00","210,89","Stati Uniti","NASDAQ","USD"
"MKL","MARKEL GROUP INC","Finanziari","Azionario","39.949.478,40","0,03","39.949.478,40","20.260,00","1.971,84","Stati Uniti","New York Stock Exchange Inc.","USD"
"DOV","DOVER CORP","Industriali","Azionario","39.826.846,80","0,03","39.826.846,80","222.820,00","178,74","Stati Uniti","New York Stock Exchange Inc.","USD"
"RYA","RYANAIR HOLDINGS PLC","Industriali","Azionario","39.511.387,87","0,03","39.511.387,87","1.287.141,00","30,70","Irlanda","Irish Stock Exchange - All Market","EUR"
"PPL","PPL CORP","Imprese di servizi di pubblica utilità","Azionario","39.467.728,63","0,03","39.467.728,63","1.064.107,00","37,09","Stati Uniti","New York Stock Exchange Inc.","USD"
"VOD","VODAFONE GROUP PLC","Comunicazione","Azionario","39.328.302,88","0,03","39.328.302,88","33.013.410,00","1,19","Regno unito","London Stock Exchange","GBP"
"JBL","JABIL INC","IT","Azionario","39.303.906,95","0,03","39.303.906,95","192.619,00","204,05","Stati Uniti","New York Stock Exchange Inc.","USD"
"4901","FUJIFILM HOLDINGS CORP","IT","Azionario","39.203.587,84","0,03","39.203.587,84","1.616.983,00","24,24","Giappone","Tokyo Stock Exchange","JPY"
"MTD","METTLER TOLEDO INC","Salute","Azionario","39.149.525,52","0,03","39.149.525,52","29.729,00","1.316,88","Stati Uniti","New York Stock Exchange Inc.","USD"
"PPG","PPG INDUSTRIES INC","Materiali","Azionario","39.113.982,70","0,03","39.113.982,70","349.045,00","112,06","Stati Uniti","New York Stock Exchange Inc.","USD"
"4661","ORIENTAL LAND LTD","Consumi Discrezionali","Azionario","39.073.077,55","0,03","39.073.077,55","1.564.200,00","24,98","Giappone","Tokyo Stock Exchange","JPY"
"RIO","RIO TINTO LTD","Materiali","Azionario","39.058.550,01","0,03","39.058.550,01","537.994,00","72,60","Australia","Asx - All Markets","AUD"
"Z74","SINGAPORE TELECOMMUNICATIONS LTD","Comunicazione","Azionario","38.840.084,21","0,03","38.840.084,21","11.991.876,00","3,24","Singapore","Singapore Exchange","SGD"
"HPQ","HP INC","IT","Azionario","38.724.551,20","0,03","38.724.551,20","1.462.960,00","26,47","Stati Uniti","New York Stock Exchange Inc.","USD"
"LYV","LIVE NATION ENTERTAINMENT INC","Comunicazione","Azionario","38.580.122,40","0,03","38.580.122,40","238.296,00","161,90","Stati Uniti","New York Stock Exchange Inc.","USD"
"6981","MURATA MANUFACTURING LTD","IT","Azionario","38.567.673,88","0,03","38.567.673,88","2.372.154,00","16,26","Giappone","Tokyo Stock Exchange","JPY"
"CBOE","CBOE GLOBAL MARKETS INC","Finanziari","Azionario","38.496.415,58","0,03","38.496.415,58","152.806,00","251,93","Stati Uniti","Cboe BZX","USD"
"MTX","MTU AERO ENGINES HOLDING AG","Industriali","Azionario","38.388.014,34","0,03","38.388.014,34","86.708,00","442,73","Germania","Xetra","EUR"
"FE","FIRSTENERGY CORP","Imprese di servizi di pubblica utilità","Azionario","38.328.697,16","0,03","38.328.697,16","879.502,00","43,58","Stati Uniti","New York Stock Exchange Inc.","USD"
"LH","LABCORP HOLDINGS INC","Salute","Azionario","38.285.192,70","0,03","38.285.192,70","137.667,00","278,10","Stati Uniti","New York Stock Exchange Inc.","USD"
"DG","DOLLAR GENERAL CORP","Generi di largo consumo","Azionario","38.104.358,75","0,03","38.104.358,75","331.775,00","114,85","Stati Uniti","New York Stock Exchange Inc.","USD"
"HSY","HERSHEY FOODS","Generi di largo consumo","Azionario","37.857.701,61","0,03","37.857.701,61","208.479,00","181,59","Stati Uniti","New York Stock Exchange Inc.","USD"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Comunicazione","Azionario","37.827.778,98","0,03","37.827.778,98","141.879,00","266,62","Stati Uniti","NASDAQ","USD"
"ATO","ATMOS ENERGY CORP","Imprese di servizi di pubblica utilità","Azionario","37.728.672,22","0,03","37.728.672,22","227.158,00","166,09","Stati Uniti","New York Stock Exchange Inc.","USD"
"AMRZ","AMRIZE AG","Materiali","Azionario","37.720.422,47","0,03","37.720.422,47","765.696,00","49,26","Svizzera","SIX Swiss Exchange","CHF"
"EUR","EUR CASH","Liquidità e/o derivati","Contanti","37.678.051,52","0,03","37.678.051,52","32.305.626,00","116,63","Unione Europea","-","EUR"
"WDC","WESTERN DIGITAL CORP","IT","Azionario","37.618.495,04","0,03","37.618.495,04","497.336,00","75,64","Stati Uniti","NASDAQ","USD"
"KHC","KRAFT HEINZ","Generi di largo consumo","Azionario","37.602.334,74","0,03","37.602.334,74","1.371.347,00","27,42","Stati Uniti","NASDAQ","USD"
"RWE","RWE AG","Imprese di servizi di pubblica utilità","Azionario","37.561.995,58","0,03","37.561.995,58","910.549,00","41,25","Germania","Xetra","EUR"
"LDOS","LEIDOS HOLDINGS INC","Industriali","Azionario","37.555.252,80","0,03","37.555.252,80","208.455,00","180,16","Stati Uniti","New York Stock Exchange Inc.","USD"
"ULTA","ULTA BEAUTY INC","Consumi Discrezionali","Azionario","37.407.839,31","0,03","37.407.839,31","72.399,00","516,69","Stati Uniti","NASDAQ","USD"
"GEBN","GEBERIT AG","Industriali","Azionario","37.272.582,20","0,03","37.272.582,20","48.861,00","762,83","Svizzera","SIX Swiss Exchange","CHF"
"SDZ","SANDOZ GROUP AG","Salute","Azionario","37.203.750,07","0,03","37.203.750,07","613.713,00","60,62","Svizzera","SIX Swiss Exchange","CHF"
"K","KINROSS GOLD CORP","Materiali","Azionario","37.185.484,43","0,03","37.185.484,43","1.945.535,00","19,11","Canada","Toronto Stock Exchange","CAD"
"WOW","WOOLWORTHS GROUP LTD","Generi di largo consumo","Azionario","37.158.319,99","0,03","37.158.319,99","1.764.951,00","21,05","Australia","Asx - All Markets","AUD"
"8802","MITSUBISHI ESTATE CO LTD","Immobili","Azionario","37.119.323,52","0,03","37.119.323,52","1.695.631,00","21,89","Giappone","Tokyo Stock Exchange","JPY"
"VNA","VONOVIA SE","Immobili","Azionario","37.112.397,77","0,03","37.112.397,77","1.136.857,00","32,64","Germania","Xetra","EUR"
"NTRS","NORTHERN TRUST CORP","Finanziari","Azionario","36.925.605,76","0,03","36.925.605,76","288.752,00","127,88","Stati Uniti","NASDAQ","USD"
"FANG","DIAMONDBACK ENERGY INC","Energia","Azionario","36.905.593,08","0,03","36.905.593,08","267.684,00","137,87","Stati Uniti","NASDAQ","USD"
"SWED A","SWEDBANK","Finanziari","Azionario","36.910.039,22","0,03","36.910.039,22","1.295.310,00","28,50","Svezia","Nasdaq Omx Nordic","SEK"
"6752","PANASONIC HOLDINGS CORP","Consumi Discrezionali","Azionario","36.833.138,21","0,03","36.833.138,21","3.556.303,00","10,36","Giappone","Tokyo Stock Exchange","JPY"
"BAM","BROOKFIELD ASSET MANAGEMENT VOTING","Finanziari","Azionario","36.823.423,86","0,03","36.823.423,86","619.738,00","59,42","Canada","Toronto Stock Exchange","CAD"
"4543","TERUMO CORP","Salute","Azionario","36.797.939,80","0,03","36.797.939,80","1.956.700,00","18,81","Giappone","Tokyo Stock Exchange","JPY"
"5108","BRIDGESTONE CORP","Consumi Discrezionali","Azionario","36.803.497,62","0,03","36.803.497,62","813.551,00","45,24","Giappone","Tokyo Stock Exchange","JPY"
"RF","REGIONS FINANCIAL CORP","Finanziari","Azionario","36.771.808,02","0,03","36.771.808,02","1.421.957,00","25,86","Stati Uniti","New York Stock Exchange Inc.","USD"
"2802","AJINOMOTO INC","Generi di largo consumo","Azionario","36.766.473,47","0,03","36.766.473,47","1.337.790,00","27,48","Giappone","Tokyo Stock Exchange","JPY"
"HEXA B","HEXAGON CLASS B","IT","Azionario","36.649.593,30","0,03","36.649.593,30","3.274.759,00","11,19","Svezia","Nasdaq Omx Nordic","SEK"
"ML","MICHELIN","Consumi Discrezionali","Azionario","36.595.812,69","0,03","36.595.812,69","957.513,00","38,22","Francia","Nyse Euronext - Euronext Paris","EUR"
"DRI","DARDEN RESTAURANTS INC","Consumi Discrezionali","Azionario","36.570.527,48","0,03","36.570.527,48","176.252,00","207,49","Stati Uniti","New York Stock Exchange Inc.","USD"
"TYL","TYLER TECHNOLOGIES INC","IT","Azionario","36.512.937,55","0,03","36.512.937,55","64.289,00","567,95","Stati Uniti","New York Stock Exchange Inc.","USD"
