isin,wkn,ticker,valor,name,inception_date,age_in_days,age_in_years,strategy,domicile_country,currency,hedged,securities_lending,dividends,ter,replication,size,is_sustainable,number_of_holdings,yesterday,last_week,last_month,last_three_months,last_six_months,last_year,last_three_years,last_five_years,2024,2023,2022,2021,last_dividends,last_year_dividends,last_year_volatility,last_three_years_volatility,last_five_years_volatility,last_year_return_per_risk,last_three_years_return_per_risk,last_five_years_return_per_risk,max_drawdown,last_year_max_drawdown,last_three_years_max_drawdown,last_five_years_max_drawdown
IE00BF4RFH31,A2DWBY,IUSN,37986235,iShares MSCI World Small Cap UCITS ETF,2018-03-27,2520,6.904109589041096,Long-only,Ireland,USD,False,True,Accumulating,0.35,Optimized sampling,4983,False,3316,3.17,-1.06,0.27,3.17,11.79,16.12,23.39,46.29,14.69,12.23,-13.63,25.34,,,14.77,17.04,20.62,1.09,0.43,0.38,-40.55,-9.3,-15.33,-40.55
DE000A0F5UF5,A0F5UF,EXXT,2496130,iShares Nasdaq 100 UCITS ETF (DE),2006-03-27,6903,18.912328767123288,Long-only,Germany,USD,False,False,Distributing,0.3,Full replication,4947,False,101,3.91,0.34,1.6,9.82,19.33,29.09,71.08,141.21,34.04,48.87,-29.46,39.11,0.25,0.32,19.3,23.75,26.34,1.5,0.82,0.73,-46.85,-14.57,-26.96,-31.54
IE00BJ38QD84,A1XFN1,ZPRR,23910183,SPDR Russell 2000 US Small Cap UCITS ETF,2014-06-30,3886,10.646575342465754,Long-only,Ireland,USD,False,True,Accumulating,0.3,Optimized sampling,4885,False,1784,1.31,-1.96,-1.62,0.11,12.12,16.31,25.59,46.45,18.27,12.22,-15.86,24.27,,,20.77,23.07,28.08,0.78,0.34,0.28,-42.3,-10.68,-21.56,-42.3
LU0274211217,DBX1EU,XESX,2825565,Xtrackers EURO STOXX 50 UCITS ETF 1D,2007-01-04,6620,18.136986301369863,Long-only,Luxembourg,EUR,False,True,Distributing,0.09,Full replication,4882,False,50,13.24,3.31,7.59,15.85,14.95,19.52,47.09,64.58,11.53,22.8,-9.05,23.99,2.78,3.22,13.45,17.02,20.6,1.45,0.81,0.51,-58.3,-9.73,-18.24,-38.24
LU1681043599,A2H59Q,AMEW,38784696,Amundi MSCI World UCITS ETF EUR (C),2009-06-16,5726,15.687671232876712,Long-only,Luxembourg,EUR,False,False,Accumulating,0.38,Swap based Unfunded,4881,False,,4.26,-0.09,1.78,6.08,14.85,23.76,47.04,78.34,26.33,19.46,-12.87,30.94,,,12.15,13.93,17.61,1.95,0.98,0.7,-33.77,-9.05,-15.12,-33.77
LU1437018168,A2ATY6,A4H8,34333488,Amundi Index Euro Corporate SRI UCITS ETF DR (C),2016-11-11,3021,8.276712328767124,Long-only,Luxembourg,EUR,False,False,Accumulating,0.14,Sampling,4802,True,2898,0.74,-0.13,1.07,1.09,2.96,6.24,0.99,-2.22,4.49,7.66,-13.79,-1.19,,,2.88,4.65,4.22,2.16,0.07,-0.11,-17.4,-1.78,-13.41,-17.4
IE00BZCQB185,A2AFCY,QDV5,31609599,iShares MSCI India UCITS ETF USD (Acc),2018-05-24,2462,6.745205479452054,Long-only,Ireland,USD,False,False,Accumulating,0.65,Optimized sampling,4760,False,156,-8.98,-4.59,-6.31,-7.77,-10.06,-0.72,24.4,63.91,17.65,15.48,-2.89,35.69,,,17.43,15.54,20.55,-0.04,0.49,0.5,-40.78,-14.24,-20.76,-40.78
LU0274208692,DBX1MW,DBXW,2825395,Xtrackers MSCI World Swap UCITS ETF 1C,2006-12-19,6636,18.18082191780822,Long-only,Luxembourg,USD,False,False,Accumulating,0.45,Swap based Unfunded,4756,False,,4.66,-0.02,1.79,6.66,15.03,23.98,47.51,79.23,26.16,19.44,-13.13,31.91,,,12.54,15.19,18.44,1.91,0.91,0.67,-53.4,-8.76,-15.09,-33.85
IE00B53L3W79,A0YEDJ,SXRT,10737573,iShares Core EURO STOXX 50 UCITS ETF EUR (Acc),2010-01-26,5502,15.073972602739726,Long-only,Ireland,EUR,False,False,Accumulating,0.1,Full replication,4740,False,50,13.15,3.23,7.51,15.75,14.88,19.43,46.99,64.53,11.54,22.78,-9.2,23.53,,,13.43,17.04,20.6,1.44,0.8,0.51,-38.24,-9.73,-18.22,-38.24
IE00BGV5VN51,A2N6LC,XAIX,45580105,Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C,2019-01-29,2212,6.06027397260274,Long-only,Ireland,USD,False,True,Accumulating,0.35,Full replication,4701,True,87,7.7,0.36,4.68,10.05,24.04,31.38,85.36,154.5,34.81,61.68,-30.71,34.38,,,18.28,21.13,22.75,1.71,1.08,0.9,-33.5,-15.22,-26.61,-33.5
LU0274210672,DBX1MU,XMUS,2825453,Xtrackers MSCI USA Swap UCITS ETF 1C,2007-01-08,6616,18.126027397260273,Long-only,Luxembourg,USD,False,False,Accumulating,0.15,Swap based Unfunded,4656,False,,3.69,-0.51,0.57,6.0,17.17,27.75,57.73,101.12,32.84,22.41,-14.65,37.43,,,14.57,18.26,22.04,1.9,0.9,0.68,-51.42,-9.09,-16.82,-34.03
IE00B0M63177,A0HGWC,IQQE,2308849,iShares MSCI EM UCITS ETF (Dist),2005-11-18,7032,19.265753424657536,Long-only,Ireland,USD,False,True,Distributing,0.18,Full replication,4645,False,1236,4.79,0.86,4.3,6.09,9.69,17.69,7.03,19.13,14.43,5.84,-13.82,3.82,2.07,2.38,13.53,14.69,16.86,1.3,0.16,0.21,-59.08,-10.41,-20.48,-31.19
IE00BM67HT60,A113FM,XDWT,31698395,Xtrackers MSCI World Information Technology UCITS ETF 1C,2016-03-09,3268,8.953424657534246,Long-only,Ireland,USD,False,True,Accumulating,0.25,Full replication,4643,False,150,2.52,1.06,1.13,7.47,15.66,30.6,80.9,154.61,40.96,48.16,-26.58,40.5,,,22.83,24.52,26.86,1.34,0.89,0.76,-31.92,-17.17,-23.95,-31.92
IE00BGHQ0G80,A1W8SB,XMAW,23470971,Xtrackers MSCI AC World Screened UCITS ETF 1C,2014-02-10,4026,11.03013698630137,Long-only,Ireland,EUR,False,True,Accumulating,0.25,Optimized sampling,4578,True,1994,4.22,0.0,2.05,6.34,15.03,23.87,42.94,70.87,25.91,19.4,-14.63,27.85,,,11.8,13.35,16.76,2.02,0.95,0.67,-33.43,-9.58,-14.79,-33.43
IE00B810Q511,A1JX54,VUKE,18575566,Vanguard FTSE 100 UCITS ETF Distributing,2012-05-22,4655,12.753424657534246,Long-only,Ireland,GBP,False,True,Distributing,0.09,Full replication,4577,False,100,7.35,0.44,4.99,9.7,9.23,21.45,30.53,40.78,14.74,9.98,-0.86,26.59,3.43,4.01,10.18,13.19,18.54,2.1,0.7,0.38,-39.76,-5.9,-15.24,-39.58
IE00B53QG562,A0YEDX,SXR7,10737587,iShares Core MSCI EMU UCITS ETF EUR (Acc),2010-01-12,5516,15.112328767123287,Long-only,Ireland,EUR,False,True,Accumulating,0.12,Full replication,4571,False,222,11.93,3.21,7.1,14.02,13.92,18.5,34.94,51.4,9.96,19.29,-12.35,23.17,,,11.95,15.89,19.27,1.54,0.66,0.45,-38.08,-9.43,-19.59,-38.08
LU0274209237,DBX1ME,XMEU,2825415,Xtrackers MSCI Europe UCITS ETF 1C,2007-01-10,6614,18.12054794520548,Long-only,Luxembourg,USD,False,True,Accumulating,0.12,Full replication,4566,False,412,10.48,2.16,6.56,11.77,9.59,16.48,31.39,47.91,8.52,16.0,-9.59,26.3,,,11.57,15.61,18.78,1.42,0.61,0.43,-58.37,-7.38,-14.43,-35.81
IE00BYXYYP94,A2DN9V,IS09,36324506,iShares USD Short Duration Corporate Bond UCITS ETF (Acc),2017-04-13,2868,7.857534246575343,Long-only,Ireland,USD,False,True,Accumulating,0.2,Sampling,4537,False,2668,-0.17,-1.38,-1.21,2.15,6.93,8.35,17.73,13.52,11.5,1.99,1.41,7.83,,,7.0,8.51,7.88,1.19,0.66,0.33,-14.65,-2.77,-11.78,-11.78
IE00BH4GPZ28,A2PSPE,SPPY,50336261,SPDR S&P 500 ESG Leaders UCITS ETF (Acc),2019-12-02,1905,5.219178082191781,Long-only,Ireland,USD,False,False,Accumulating,0.03,Full replication,4535,True,208,1.5,0.05,-0.84,3.44,14.12,25.99,61.35,106.36,33.16,25.99,-13.45,39.31,,,14.95,18.4,22.08,1.73,0.94,0.71,-33.35,-9.47,-16.13,-33.35
IE00BYXPSP02,A2DN9Z,IS0F,36414884,iShares USD Treasury Bond 1-3yr UCITS ETF (Acc),2017-04-13,2868,7.857534246575343,Long-only,Ireland,USD,False,True,Accumulating,0.07,Sampling,4522,False,92,-0.37,-1.46,-1.46,2.08,6.52,7.58,15.17,10.68,10.63,0.62,2.32,7.47,,,6.76,8.58,7.97,1.12,0.56,0.26,-15.11,-2.92,-13.38,-13.38
LU0380865021,DBX1ET,XESC,4549696,Xtrackers EURO STOXX 50 UCITS ETF 1C,2008-08-29,6017,16.484931506849314,Long-only,Luxembourg,EUR,False,True,Accumulating,0.09,Full replication,4492,False,50,13.24,3.31,7.59,15.83,14.97,19.53,47.13,64.76,11.54,22.8,-9.03,23.99,,,13.45,17.02,20.6,1.45,0.81,0.51,-46.53,-9.71,-18.23,-38.24
LU0490618542,DBX0F2,D5BM,11138249,Xtrackers S&P 500 Swap UCITS ETF 1C,2010-03-26,5443,14.912328767123288,Long-only,Luxembourg,USD,False,False,Accumulating,0.15,Swap based Unfunded,4467,False,,3.41,-0.5,0.49,5.71,16.4,27.26,58.2,101.42,32.76,21.7,-13.18,39.31,,,14.39,17.95,21.82,1.89,0.92,0.69,-33.69,-9.08,-16.09,-33.69
IE0008471009,935927,EUN2,1065278,iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),2000-04-03,9087,24.895890410958906,Long-only,Ireland,EUR,False,True,Distributing,0.1,Full replication,4437,False,50,12.9,2.99,7.27,15.48,14.62,19.14,46.68,64.2,11.5,22.82,-9.33,23.74,2.4,2.79,13.41,17.02,20.59,1.42,0.8,0.51,-64.48,-9.73,-18.22,-38.22
IE00BYVJRR92,A2AFC0,QDVR,31608368,iShares MSCI USA SRI UCITS ETF USD (Acc),2016-07-11,3144,8.613698630136986,Long-only,Ireland,USD,False,False,Accumulating,0.2,Full replication,4413,True,175,1.03,-0.76,-2.37,0.77,12.37,16.64,38.56,87.19,20.77,19.5,-13.62,41.34,,,14.92,18.05,21.8,1.11,0.64,0.61,-33.06,-9.23,-15.75,-33.06
IE00BHZPJ239,A2PCB0,EDM2,46193176,iShares MSCI EM ESG Enhanced UCITS ETF USD (Acc),2019-10-22,1946,5.331506849315068,Long-only,Ireland,USD,False,False,Accumulating,0.18,Full replication,4401,True,1051,4.33,-0.17,3.96,5.86,9.26,17.72,2.66,16.3,13.99,4.97,-16.27,4.73,,,13.85,14.91,17.14,1.28,0.06,0.18,-32.27,-10.05,-22.2,-31.59
LU0629459743,A1JA1R,UIMM,13042150,UBS ETF (LU) MSCI World Socially Responsible UCITS ETF (USD) A-dis,2011-08-19,4932,13.512328767123288,Long-only,Luxembourg,USD,False,False,Distributing,0.22,Full replication,4391,True,389,1.73,-0.57,-1.06,2.56,10.77,17.43,39.77,70.15,23.27,24.41,-19.97,35.06,1.02,1.19,13.94,16.48,18.96,1.25,0.72,0.59,-32.76,-9.54,-17.79,-32.76
IE00BHZPJ569,A2PCB4,EDMW,46193963,iShares MSCI World ESG Enhanced UCITS ETF USD (Acc),2019-04-16,2135,5.8493150684931505,Long-only,Ireland,USD,False,False,Accumulating,0.2,Optimized sampling,4300,True,1204,3.48,-0.22,0.77,5.49,13.83,22.44,41.85,72.66,25.32,18.5,-15.13,32.65,,,12.69,15.38,18.49,1.76,0.8,0.62,-33.46,-8.8,-15.43,-33.46
IE00BHZPJ676,A2PDNW,EMNU,46193920,iShares MSCI Europe ESG Enhanced UCITS ETF EUR (Dist),2019-03-12,2170,5.945205479452055,Long-only,Ireland,EUR,False,False,Distributing,0.12,Optimized sampling,4256,True,385,8.43,1.41,5.42,9.48,7.86,15.19,25.95,43.36,8.76,16.01,-12.3,25.58,2.69,3.01,10.38,13.69,17.22,1.46,0.58,0.43,-34.55,-6.98,-16.59,-34.55
IE00B2NPKV68,A0NECU,IUS7,3801845,iShares J.P. Morgan USD Emerging Markets Bond UCITS ETF (Dist),2008-02-15,6213,17.02191780821918,Long-only,Ireland,USD,False,True,Distributing,0.45,Sampling,4238,False,626,0.97,-1.42,-0.33,2.83,7.33,12.56,11.52,1.41,12.73,6.75,-13.31,6.17,5.17,5.51,6.86,8.89,9.94,1.82,0.42,0.03,-22.68,-2.01,-10.66,-22.5
LU1829221024,LYX00F,LYMS,45423084,Amundi Nasdaq-100 II UCITS ETF Acc,2001-09-07,8565,23.465753424657535,Long-only,Luxembourg,EUR,False,False,Accumulating,0.22,Swap based Unfunded,4232,False,,4.08,0.12,1.45,9.18,19.21,29.26,72.37,143.48,33.96,49.55,-28.15,36.9,,,19.63,23.08,25.81,1.49,0.86,0.75,-61.11,-14.68,-26.71,-30.88
IE000MLMNYS0,A3DN3E,O4J0,119553349,iShares S&P 500 Equal Weight UCITS ETF USD (Acc),2022-08-02,931,2.5506849315068494,Long-only,Ireland,USD,False,False,Accumulating,0.2,Full replication,4176,False,504,2.33,-1.44,-1.13,1.32,11.84,17.62,,,19.76,9.39,,,,,13.32,,,1.32,,,-15.09,-6.79,,
IE00BFNM3J75,A2N6TD,SNAW,43695827,iShares MSCI World ESG Screened UCITS ETF USD (Acc),2018-10-19,2314,6.33972602739726,Long-only,Ireland,USD,False,False,Accumulating,0.2,Optimized sampling,4097,True,1296,4.71,0.0,1.89,7.02,15.87,24.94,50.74,84.48,27.58,22.01,-14.69,32.43,,,13.04,15.54,18.79,1.91,0.94,0.69,-33.69,-9.17,-15.42,-33.69
IE00BYXYYM63,A2DN9W,IS03,36329219,iShares US Aggregate Bond UCITS ETF (Acc),2017-04-13,2868,7.857534246575343,Long-only,Ireland,USD,False,True,Accumulating,0.25,Sampling,4093,False,8946,0.19,-1.34,-0.77,1.98,4.24,7.05,5.31,-0.39,7.29,1.91,-7.83,6.24,,,7.72,10.41,9.35,0.91,0.17,-0.01,-15.47,-2.78,-12.76,-14.71
IE00BP3QZ601,A12ATE,IS3Q,25546002,iShares Edge MSCI World Quality Factor UCITS ETF (Acc),2014-10-03,3791,10.386301369863014,Long-only,Ireland,USD,False,True,Accumulating,0.25,Optimized sampling,4064,False,298,3.8,-0.33,1.56,4.88,10.06,19.1,48.83,75.54,24.04,21.34,-14.18,33.46,,,12.6,15.5,18.43,1.51,0.91,0.65,-32.56,-8.29,-15.41,-32.56
IE00BYZTVT56,A142NT,OM3F,30593749,iShares EUR Corporate Bond ESG UCITS ETF (Dist),2018-06-28,2427,6.64931506849315,Long-only,Ireland,EUR,False,False,Distributing,0.15,Sampling,4045,True,2968,0.63,-0.21,0.84,1.06,2.94,6.14,1.13,-1.88,4.58,7.7,-13.84,-1.05,3.17,3.25,3.23,4.84,4.35,1.89,0.08,-0.09,-17.27,-1.88,-13.2,-17.27
IE00B44Z5B48,A1JJTC,SPYY,12930745,SPDR MSCI All Country World UCITS ETF (Acc),2011-05-13,5030,13.780821917808218,Long-only,Ireland,USD,False,True,Accumulating,0.12,Optimized sampling,3955,False,2277,4.72,0.03,2.05,6.61,14.55,23.34,42.37,70.72,24.83,17.77,-13.24,28.48,,,12.02,14.16,17.41,1.94,0.88,0.65,-33.59,-8.85,-14.15,-33.59
LU1781541252,LYX0YC,LCUJ,40916345,Amundi MSCI Japan UCITS ETF Acc,2018-02-28,2547,6.978082191780822,Long-only,Luxembourg,JPY,False,True,Accumulating,0.12,Full replication,3934,False,191,3.9,0.57,4.52,5.97,6.74,9.13,25.95,37.27,13.87,15.56,-11.93,10.03,,,23.01,18.77,18.79,0.4,0.43,0.35,-26.8,-17.32,-17.32,-25.55
IE00BK1PV551,A1XEY2,XDWL,25004349,Xtrackers MSCI World UCITS ETF 1D,2015-02-23,3648,9.994520547945205,Long-only,Ireland,USD,False,True,Distributing,0.12,Optimized sampling,3914,False,1454,4.69,-0.02,1.81,6.71,15.12,24.16,48.24,80.48,26.31,19.7,-13.01,32.03,1.57,1.92,12.52,15.88,18.76,1.92,0.88,0.67,-33.83,-8.75,-15.03,-33.83
IE00BYXYYJ35,A2DN9X,IS01,36330329,iShares USD Corporate Bond UCITS ETF (Acc),2017-04-13,2868,7.857534246575343,Long-only,Ireland,USD,False,True,Accumulating,0.2,Sampling,3887,False,2802,0.53,-1.23,-0.18,1.99,4.25,7.63,6.62,0.53,7.27,5.44,-12.98,6.54,,,8.44,11.64,11.12,0.9,0.19,0.01,-16.64,-3.14,-13.18,-16.64
LU0478205379,DBX0EY,D5BG,10941571,Xtrackers II EUR Corporate Bond UCITS ETF 1C,2010-02-23,5474,14.997260273972604,Long-only,Luxembourg,EUR,False,True,Accumulating,0.12,Optimized sampling,3883,False,3781,0.71,-0.16,1.05,1.12,2.98,6.31,1.5,-1.68,4.64,8.03,-13.78,-1.1,,,2.85,4.7,4.33,2.21,0.11,-0.08,-17.48,-1.79,-13.45,-17.48
IE00B4L60045,A0RPWQ,EUNT,10608698,iShares EUR Corporate Bond 1-5yr UCITS ETF EUR (Dist),2009-09-25,5625,15.41095890410959,Long-only,Ireland,EUR,False,True,Distributing,0.2,Sampling,3873,False,2290,0.62,-0.07,0.78,0.98,2.73,5.73,4.26,2.78,4.59,6.19,-8.4,-0.22,2.81,2.88,1.69,2.87,2.58,3.38,0.49,0.21,-10.38,-0.86,-8.31,-10.38
IE00B1FZS798,A0LGP4,IUSM,2803820,iShares USD Treasury Bond 7-10yr UCITS ETF (Dist),2006-12-08,6647,18.21095890410959,Long-only,Ireland,USD,False,True,Distributing,0.07,Sampling,3851,False,12,0.37,-1.36,-0.52,1.91,2.77,6.16,-0.1,-4.94,5.84,0.11,-9.68,4.72,3.88,3.96,8.17,11.71,10.6,0.75,0.0,-0.1,-21.17,-3.65,-16.06,-21.17
IE00B3VWN518,A0X8SJ,SXRM,10200800,iShares USD Treasury Bond 7-10yr UCITS ETF (Acc),2009-06-03,5739,15.723287671232876,Long-only,Ireland,USD,False,True,Accumulating,0.07,Sampling,3739,False,13,0.33,-1.4,-0.56,1.86,2.73,6.12,-0.14,-4.99,5.84,0.1,-10.64,5.83,,,8.13,11.69,10.84,0.75,0.0,-0.09,-21.19,-3.65,-16.08,-21.19
IE00BK5BQV03,A2PLS9,VGVF,48525862,Vanguard FTSE Developed World UCITS ETF Acc,2019-09-24,1974,5.4082191780821915,Long-only,Ireland,USD,False,True,Accumulating,0.12,Optimized sampling,3694,False,2032,4.64,-0.14,1.75,6.59,14.52,23.34,46.72,78.02,25.35,19.54,-12.98,31.08,,,22.48,18.35,19.87,1.04,0.74,0.61,-33.81,-12.02,-14.78,-33.81
IE00BZ043R46,A2DWBL,QDVJ,37977783,iShares Core Global Aggregate Bond UCITS ETF USD Hedged (Acc),2017-11-21,2646,7.249315068493151,Long-only,Ireland,USD,True,True,Accumulating,0.1,Sampling,3690,False,16476,-0.38,-1.67,-1.12,1.92,5.78,8.15,9.71,2.91,9.9,2.97,-5.99,6.37,,,7.17,9.17,8.44,1.13,0.34,0.07,-12.24,-2.55,-12.24,-12.24
LU1681049018,A2H575,10AP,38784706,Amundi ETF S&P 500 UCITS ETF USD,2010-07-02,5345,14.643835616438356,Long-only,Luxembourg,USD,False,False,Accumulating,0.15,Swap based Unfunded,3680,False,,3.25,-0.66,0.32,5.53,16.19,27.02,57.84,101.03,32.71,21.68,-13.18,39.31,,,15.01,18.17,23.24,1.79,0.9,0.64,-33.7,-9.09,-16.08,-33.7
IE00B441G979,A1C5E7,IBCH,11834432,iShares MSCI World EUR Hedged UCITS ETF (Acc),2010-09-30,5255,14.397260273972602,Long-only,Ireland,EUR,True,True,Accumulating,0.55,Optimized sampling,3640,False,1396,4.97,1.25,2.93,5.34,9.97,19.81,33.0,63.05,19.49,20.62,-18.12,22.88,,,10.89,14.19,17.53,1.81,0.7,0.59,-33.36,-8.84,-21.06,-33.36
IE0032895942,911950,IBCD,1613957,iShares USD Corporate Bond UCITS ETF (Dist),2003-05-16,7949,21.778082191780822,Long-only,Ireland,USD,False,True,Distributing,0.2,Sampling,3639,False,2802,0.68,-0.96,-0.08,2.09,4.33,7.94,6.81,0.66,7.34,5.43,-12.71,6.29,4.82,4.95,8.3,11.59,11.09,0.95,0.19,0.01,-25.35,-3.07,-13.24,-16.54
IE00B52VJ196,A1H7ZS,IUSK,12592862,iShares MSCI Europe SRI UCITS ETF (Acc),2011-02-25,5107,13.991780821917809,Long-only,Ireland,EUR,False,False,Accumulating,0.2,Full replication,3601,True,115,5.73,0.43,3.55,6.65,2.67,7.26,20.45,39.46,5.81,17.17,-15.6,26.52,,,11.17,13.92,16.92,0.65,0.46,0.41,-33.19,-8.06,-17.3,-33.19
IE000Y77LGG9,ETF143,XAMB,131057550,Amundi MSCI World SRI Climate Net Zero Ambition PAB UCITS ETF Acc,2024-01-17,398,1.0904109589041096,Long-only,Ireland,EUR,False,False,Accumulating,0.18,Full replication,3598,True,324,2.25,-0.11,-0.51,2.51,9.84,13.54,,,,,,,,,14.3,,,0.94,,,-8.92,-8.92,,
FR0011550177,A1W4DQ,ESAP,22117222,BNP Paribas Easy S&P 500 UCITS ETF USD,2013-09-16,4173,11.432876712328767,Long-only,France,USD,False,False,Accumulating,0.12,Swap based Unfunded,3565,False,,3.27,-0.59,0.34,5.5,16.07,26.76,57.58,100.51,32.44,21.78,-13.27,39.06,,,14.03,17.87,21.9,1.9,0.91,0.68,-33.67,-9.1,-15.88,-33.67
DE000ETFL508,ETFL50,ELFW,43626772,Deka MSCI World UCITS ETF Distribution,2018-09-04,2359,6.463013698630137,Long-only,Germany,EUR,False,False,Distributing,0.31,Full replication,3561,False,1387,4.67,0.0,1.9,6.23,15.1,23.91,46.97,77.74,26.09,19.5,-13.58,31.47,1.0,1.22,11.71,13.78,17.42,2.04,0.99,0.7,-33.6,-9.15,-15.1,-33.6
IE00B4L5YC18,A0RPWJ,EUNM,10608402,iShares MSCI EM UCITS ETF (Acc),2009-09-25,5625,15.41095890410959,Long-only,Ireland,USD,False,True,Accumulating,0.18,Full replication,3531,False,1254,4.89,0.95,4.4,6.14,9.74,17.81,7.26,19.41,14.46,5.87,-14.31,4.53,,,13.44,14.56,16.78,1.32,0.16,0.21,-35.2,-10.39,-20.35,-31.13
IE00B6YX5D40,A1JKS0,SPYD,13976063,SPDR S&P US Dividend Aristocrats UCITS ETF,2011-10-14,4876,13.35890410958904,Long-only,Ireland,USD,False,True,Distributing,0.35,Full replication,3512,False,133,1.01,-0.69,-1.13,-2.03,5.24,13.74,25.43,43.73,14.88,-1.53,5.14,35.15,1.94,2.16,12.23,15.72,21.69,1.12,0.5,0.35,-36.32,-7.96,-17.8,-36.32
FR0007052782,626678,LYY,1168105,Amundi CAC 40 UCITS ETF Dist,2000-12-13,8833,24.2,Long-only,France,EUR,False,False,Distributing,0.25,Full replication,3507,False,44,10.71,1.97,5.89,12.54,9.91,8.12,27.98,52.37,0.68,19.89,-6.91,31.6,2.73,2.87,13.37,17.76,20.92,0.61,0.48,0.42,-58.54,-12.5,-16.13,-38.52
IE00BFNM3P36,A2N6TH,AYEM,43669847,iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),2018-10-19,2314,6.33972602739726,Long-only,Ireland,USD,False,False,Accumulating,0.18,Full replication,3441,True,2795,4.11,0.77,3.95,5.79,9.3,17.08,8.22,22.76,14.7,7.41,-14.64,5.81,,,13.41,14.38,16.57,1.27,0.19,0.25,-31.79,-10.54,-20.23,-31.16
IE00B945VV12,A1T8FS,VGEU,20973873,Vanguard FTSE Developed Europe UCITS ETF Distributing,2013-05-21,4291,11.756164383561643,Long-only,Ireland,EUR,False,True,Distributing,0.1,Full replication,3425,False,530,10.02,2.15,6.52,11.24,10.02,17.11,31.53,48.45,9.38,16.51,-9.98,25.2,2.78,3.16,10.31,13.5,17.21,1.65,0.71,0.48,-35.4,-7.0,-15.59,-35.4
IE00BKX55T58,A12CX1,VGVE,25116456,Vanguard FTSE Developed World UCITS ETF Distributing,2014-09-30,3794,10.394520547945206,Long-only,Ireland,USD,False,True,Distributing,0.12,Optimized sampling,3393,False,2032,4.73,-0.04,1.85,6.7,14.63,23.47,46.85,78.21,25.38,19.52,-12.98,31.1,1.4,1.7,12.44,14.9,18.06,1.88,0.92,0.68,-33.81,-8.76,-14.79,-33.81
IE00B1FZSB30,A0LGP9,2B7M,2803931,iShares Core UK Gilts UCITS ETF,2006-12-01,6654,18.23013698630137,Long-only,Ireland,GBP,False,True,Distributing,0.07,Sampling,3360,False,67,0.59,-0.42,2.57,0.76,-0.21,4.53,-18.51,-22.87,1.28,5.91,-27.94,1.48,3.61,3.64,10.71,13.22,12.55,0.42,-0.5,-0.4,-36.4,-7.79,-33.41,-36.4
JE00B588CD74,A1DCTK,GZUR,,WisdomTree Physical Swiss Gold,2009-12-16,5543,15.186301369863013,Long-only,Jersey,USD,False,False,Accumulating,0.15,Physically backed,3352,False,,9.94,-1.81,4.79,13.67,22.12,48.71,65.2,87.77,34.44,9.68,5.57,3.95,,,21.87,17.33,16.91,2.22,1.05,0.79,-37.52,-10.95,-11.78,-18.22
IE00BFNM3D14,A2N48D,SLMC,43694293,iShares MSCI Europe ESG Screened UCITS ETF EUR (Acc),2018-10-19,2314,6.33972602739726,Long-only,Ireland,EUR,False,False,Accumulating,0.12,Optimized sampling,3346,True,385,9.57,2.0,6.26,10.9,9.18,16.39,31.99,48.46,9.28,18.06,-11.96,25.81,,,10.67,13.69,17.24,1.53,0.71,0.48,-34.68,-7.44,-15.71,-34.68
IE0004MFRED4,DBX0S3,XZEW,123304323,Xtrackers S&P 500 Equal Weight ESG UCITS ETF 1C,2022-12-06,805,2.2054794520547945,Long-only,Ireland,USD,False,False,Accumulating,0.17,Full replication,3280,True,284,2.39,-1.03,-1.2,1.14,11.22,17.65,,,19.02,9.86,,,,,13.25,,,1.33,,,-10.81,-6.98,,
IE00BP3QZB59,A12ATG,IS3S,25546005,iShares Edge MSCI World Value Factor UCITS ETF,2014-10-03,3791,10.386301369863014,Long-only,Ireland,USD,False,True,Accumulating,0.25,Optimized sampling,3272,False,398,6.57,1.17,4.24,7.27,12.37,15.9,29.75,46.44,11.94,15.26,-4.34,30.09,,,12.2,13.0,16.72,1.3,0.7,0.47,-35.27,-10.33,-12.22,-35.14
IE00BKS7L097,A2PX8A,5ESG,51992937,Invesco S&P 500 ESG UCITS ETF Acc,2020-03-09,1807,4.950684931506849,Long-only,Ireland,USD,False,False,Accumulating,0.09,Swap based Unfunded,3251,True,,2.09,-0.23,-0.4,3.71,13.57,25.1,56.15,,31.66,23.3,-12.76,42.52,,,14.49,18.17,,1.73,0.88,,-17.21,-9.62,-16.24,
FR0007054358,798328,LYSX,1189343,Amundi EURO STOXX 50 II UCITS ETF Acc,2001-02-19,8765,24.013698630136986,Long-only,France,EUR,False,False,Accumulating,0.24,Full replication,3224,False,52,12.5,2.65,6.9,15.07,14.23,18.71,45.91,63.26,11.48,22.77,-9.15,23.85,,,14.07,18.21,21.18,1.33,0.74,0.49,-57.87,-9.72,-18.27,-38.17
IE00BFZXGZ54,A2N6RV,EQQB,43513153,Invesco EQQQ Nasdaq-100 UCITS ETF Acc,2018-09-24,2339,6.4082191780821915,Long-only,Ireland,USD,False,True,Accumulating,0.3,Full replication,3193,False,101,4.61,0.35,1.61,9.86,19.39,29.24,71.89,143.04,33.34,49.1,-28.46,37.58,,,19.38,23.72,26.38,1.5,0.83,0.74,-31.4,-14.57,-26.85,-31.4
